Features,*[VRelProm] -> /Unstress/,*[V] -> /VV/,*[0] -> /Vfull/,*[0] -> /Vweak/,*[V] -> /Vweak/,*/VV/ -> |V|,*/V/ -> |VV|,*/Vfull/ -> |Vweak|,*/Vweak/ -> |Vfull|,*|Vfull| -> /Vweak/,*|Vweak| -> [Vfull],*|V| -> /VV/,*|VV| -> /V/,*/Vfull/ -> 0,*/Vweak/ -> V,*/V/ -> [VV],*/VV/ -> [V],*/alpha stress/ -> [-alpha stress],*/Unstress-iFull/,*/Unstress-Vfull/,*/Vweak/,*/StressVweak/,/FootBin/,/Align-PWd.R.Ft.R/,/Align-PWd.L.Ft.L/,/Align-Ft.R.PWd.R/,,
Transition,(2)/sepi(t'Ema)/,[sepit(m'aa)],,,,,,,,,,,,,,,,1,,1,,,,,,,,
Transition,(2)/sepitE(m'a)/,[sepi(t'ema)],,,,,,,,,,,,,,,1,,,1,,,,,,,,
Transition,(2)/sepitE(m'a)/,[sepite(m'a)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/sepitE(m'a)/,[sepite(m'aa)],,,,,,,,,,,,,,,1,1,,,,,,,,,,
Transition,(2)/sepitE(m'a)/,[sepit(m'a)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/sepitE(m'a)/,[sepit(m'aa)],,,,,,,,,,,,,,,,1,,,,,,,,,,
Transition,(2)/sepitE(m'aa)/,[sepi(t'ema)],,,,,,,,,,,,,,,1,,1,1,,,,,,,,
Transition,(2)/sepitE(m'aa)/,[sepite(m'a)],,,,,,,,,,,,,,,1,,1,,,,,,,,,
Transition,(2)/sepitE(m'aa)/,[sepite(m'aa)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/sepitE(m'aa)/,[sepit(m'a)],,,,,,,,,,,,,,,,,1,,,,,,,,,
Transition,(2)/sepitE(m'aa)/,[sepit(m'aa)],,,,,,,,,,,,,,,,,,,,,,,,,,
*Transition,[mer'Idi3n] (ignoring footing. e insertion),/(m`eli)ti('ane)/,1,,,,,,,,,,,,,,,,,,1,1,,,,,,
Transition,[mer'Idi3n] (ignoring footing. e insertion),/(m`elI)ti('ane)/,1,,,,1,,,,,,,,,,,,,,,0,1,,,,,
Transition,/(m`eli)ti('ane)/,|melitiane|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(m`eli)ti('ane)/,|melItiane|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(m`elI)ti('ane)/,|melitiane|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(m`elI)ti('ane)/,|melItiane|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|melitiane|,(2)/(m`eli)ti('ane)/,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Transition,|melitiane|,(2)/(m`elI)ti('ane)/,,,,,,,,,,1,,,,,,,,,,0,1,,,,,
Transition,|melItiane|,(2)/(m`eli)ti('ane)/,,,,,,,,,,,1,,,,,,,,1,1,,,,,,
Transition,|melItiane|,(2)/(m`elI)ti('ane)/,,,,,,,,,,,,,,,,,,,,0,1,,,,,
Transition,(2)/(m`eli)ti('ane)/,[(m'eli)ti('ane)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(m`eli)ti('ane)/,[(m'el)ti('ane)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/(m`elI)ti('ane)/,[(m'eli)ti('ane)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(m`elI)ti('ane)/,[(m'el)ti('ane)],,,,,,,,,,,,,,,,,,,,,,,,,,
*Transition,[pr'Ez3d`Ent] (ignoring footing. e and final i insertion),/pe(l`esi)(t'eni)/,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Transition,[pr'Ez3d`Ent] (ignoring footing. e and final i insertion),/pe(l`esI)(t'eni)/,,,,,1,,,,,,,,,,,,,,,0,1,,,,,
Transition,/pe(l`esi)(t'eni)/,|pelesiteni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/pe(l`esi)(t'eni)/,|pelesIteni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/pe(l`esI)(t'eni)/,|pelesiteni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/pe(l`esI)(t'eni)/,|pelesIteni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|pelesiteni|,(2)/pe(l`esi)(t'eni)/,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Transition,|pelesiteni|,(2)/pe(l`esI)(t'eni)/,,,,,,,,,,1,,,,,,,,,,0,1,,,,,
Transition,|pelesIteni|,(2)/pe(l`esi)(t'eni)/,,,,,,,,,,,1,,,,,,,,1,1,,,,,,
Transition,|pelesIteni|,(2)/pe(l`esI)(t'eni)/,,,,,,,,,,,,,,,,,,,,0,1,,,,,
Transition,(2)/pe(l`esi)(t'eni)/,[pe(l'esi)(t'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/pe(l`esi)(t'eni)/,[pe(l'es)(t'eni)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/pe(l`esI)(t'eni)/,[pe(l'esi)(t'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/pe(l`esI)(t'eni)/,[pe(l'es)(t'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
*Transition,[kr'Ist3l] (ignoring a insertions),/ka(l`isi)(t'ala)/,,,1,,,,,,,,,,,,,,,,1,1,,,,,,
Transition,[kr'Ist3l] (ignoring a insertions),/ka(l`isI)(t'ala)/,,,,1,,,,,,,,,,,,,,,,,1,,,,,
Transition,/ka(l`isi)(t'ala)/,|kalisitala|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/ka(l`isi)(t'ala)/,|kalisItala|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/ka(l`isI)(t'ala)/,|kalisitala|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/ka(l`isI)(t'ala)/,|kalisItala|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|kalisitala|,(2)/ka(l`isi)(t'ala)/,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Transition,|kalisitala|,(2)/ka(l`isI)(t'ala)/,,,,,,,,,,1,,,,,,,,,,,1,,,,,
Transition,|kalisItala|,(2)/ka(l`isi)(t'ala)/,,,,,,,,,,,1,,,,,,,,1,1,,,,,,
Transition,|kalisItala|,(2)/ka(l`isI)(t'ala)/,,,,,,,,,,,,,,,,,,,,,1,,,,,
Transition,(2)/ka(l`isi)(t'ala)/,[ka(l'isi)(t'ala)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/ka(l`isi)(t'ala)/,[ka(l'is)(t'ala)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/ka(l`isI)(t'ala)/,[ka(l'isi)(t'ala)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/ka(l`isI)(t'ala)/,[ka(l'is)(t'ala)],,,,,,,,,,,,,,,,,,,,,,,,,,
*Transition,[fr'AkS3n] (ignoring i insertions),/(f`ala)ki(s'eni)/,1,,1,,,,,,,,,,,,,,,,,1,,,,,,3
Transition,[fr'AkS3n] (ignoring i insertions),/fa(l`aki)(s'eni)/,,,1,,,,,,,,,,,,,,,,,1,,,,,1,2
Transition,[fr'AkS3n] (ignoring i insertions),/(f`Ala)ki(s'eni)/,1,,,1,,,,,,,,,,,,,,,,1,1,1,,,,3
Transition,[fr'AkS3n] (ignoring i insertions),/fA(l`aki)(s'eni)/,,,,1,,,,,,,,,,,,,,,,,1,,,,1,2
Transition,[fr'AkS3n] (ignoring i insertions),/(f`alA)ki(s'eni)/,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,3
Transition,[fr'AkS3n] (ignoring i insertions),/fa(l`Aki)(s'eni)/,,,1,,1,,,,,,,,,,,,,,,1,1,1,,,1,2
Transition,[fr'AkS3n] (ignoring i insertions),/(f`AlA)ki(s'eni)/,1,,,1,1,,,,,,,,,,,,,,,,2,1,,,,3
Transition,[fr'AkS3n] (ignoring i insertions),/fA(l`Aki)(s'eni)/,,,,1,1,,,,,,,,,,,,,,,,2,1,,,1,2
Transition,/(f`ala)ki(s'eni)/,|falakiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(f`ala)ki(s'eni)/,|fAlakiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(f`ala)ki(s'eni)/,|falAkiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(f`ala)ki(s'eni)/,|fAlAkiseni|,,,,,,,,2,,,,,,,,,,,,,,,,,,
Transition,/fa(l`aki)(s'eni)/,|falakiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/fa(l`aki)(s'eni)/,|fAlakiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/fa(l`aki)(s'eni)/,|falAkiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/fa(l`aki)(s'eni)/,|fAlAkiseni|,,,,,,,,2,,,,,,,,,,,,,,,,,,
Transition,/(f`Ala)ki(s'eni)/,|falakiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(f`Ala)ki(s'eni)/,|fAlakiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(f`Ala)ki(s'eni)/,|falAkiseni|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/(f`Ala)ki(s'eni)/,|fAlAkiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/fA(l`aki)(s'eni)/,|falakiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/fA(l`aki)(s'eni)/,|fAlakiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/fA(l`aki)(s'eni)/,|falAkiseni|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/fA(l`aki)(s'eni)/,|fAlAkiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(f`alA)ki(s'eni)/,|falakiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(f`alA)ki(s'eni)/,|fAlakiseni|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/(f`alA)ki(s'eni)/,|falAkiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(f`alA)ki(s'eni)/,|fAlAkiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/fa(l`Aki)(s'eni)/,|falakiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/fa(l`Aki)(s'eni)/,|fAlakiseni|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/fa(l`Aki)(s'eni)/,|falAkiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/fa(l`Aki)(s'eni)/,|fAlAkiseni|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(f`AlA)ki(s'eni)/,|falakiseni|,,,,,,,,,2,,,,,,,,,,,,,,,,,
Transition,/(f`AlA)ki(s'eni)/,|fAlakiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(f`AlA)ki(s'eni)/,|falAkiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(f`AlA)ki(s'eni)/,|fAlAkiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/fA(l`Aki)(s'eni)/,|falakiseni|,,,,,,,,,2,,,,,,,,,,,,,,,,,
Transition,/fA(l`Aki)(s'eni)/,|fAlakiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/fA(l`Aki)(s'eni)/,|falAkiseni|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/fA(l`Aki)(s'eni)/,|fAlAkiseni|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|falakiseni|,(2)/(f`ala)ki(s'eni)/,,,,,,,,,,,,,,,,,,,,1,,,,,,3
Transition,|falakiseni|,(2)/fa(l`aki)(s'eni)/,,,,,,,,,,,,,,,,,,,,1,,,,,1,2
Transition,|falakiseni|,(2)/(f`Ala)ki(s'eni)/,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,3
Transition,|falakiseni|,(2)/fA(l`aki)(s'eni)/,,,,,,,,,,1,,,,,,,,,,,1,,,,1,2
Transition,|falakiseni|,(2)/(f`alA)ki(s'eni)/,,,,,,,,,,1,,,,,,,,,,,1,,,,,3
Transition,|falakiseni|,(2)/fa(l`Aki)(s'eni)/,,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,2
Transition,|falakiseni|,(2)/(f`AlA)ki(s'eni)/,,,,,,,,,,2,,,,,,,,,,,2,1,,,,3
Transition,|falakiseni|,(2)/fA(l`Aki)(s'eni)/,,,,,,,,,,2,,,,,,,,,,,2,1,,,1,2
Transition,|fAlakiseni|,(2)/(f`ala)ki(s'eni)/,,,,,,,,,,,1,,,,,,,,,1,,,,,,3
Transition,|fAlakiseni|,(2)/fa(l`aki)(s'eni)/,,,,,,,,,,,1,,,,,,,,,1,,,,,1,2
Transition,|fAlakiseni|,(2)/(f`Ala)ki(s'eni)/,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3
Transition,|fAlakiseni|,(2)/fA(l`aki)(s'eni)/,,,,,,,,,,,,,,,,,,,,,1,,,,1,2
Transition,|fAlakiseni|,(2)/(f`alA)ki(s'eni)/,,,,,,,,,,1,1,,,,,,,,,,1,,,,,3
Transition,|fAlakiseni|,(2)/fa(l`Aki)(s'eni)/,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,1,2
Transition,|fAlakiseni|,(2)/(f`AlA)ki(s'eni)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,,3
Transition,|fAlakiseni|,(2)/fA(l`Aki)(s'eni)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,1,2
Transition,|falAkiseni|,(2)/(f`ala)ki(s'eni)/,,,,,,,,,,,1,,,,,,,,,1,,,,,,3
Transition,|falAkiseni|,(2)/fa(l`aki)(s'eni)/,,,,,,,,,,,1,,,,,,,,,1,,,,,1,2
Transition,|falAkiseni|,(2)/(f`Ala)ki(s'eni)/,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,,3
Transition,|falAkiseni|,(2)/fA(l`aki)(s'eni)/,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,2
Transition,|falAkiseni|,(2)/(f`alA)ki(s'eni)/,,,,,,,,,,,,,,,,,,,,,1,,,,,3
Transition,|falAkiseni|,(2)/fa(l`Aki)(s'eni)/,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,2
Transition,|falAkiseni|,(2)/(f`AlA)ki(s'eni)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,,3
Transition,|falAkiseni|,(2)/fA(l`Aki)(s'eni)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,1,2
Transition,|fAlAkiseni|,(2)/(f`ala)ki(s'eni)/,,,,,,,,,,,2,,,,,,,,,1,,,,,,3
Transition,|fAlAkiseni|,(2)/fa(l`aki)(s'eni)/,,,,,,,,,,,2,,,,,,,,,1,,,,,1,2
Transition,|fAlAkiseni|,(2)/(f`Ala)ki(s'eni)/,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,3
Transition,|fAlAkiseni|,(2)/fA(l`aki)(s'eni)/,,,,,,,,,,,1,,,,,,,,,,1,,,,1,2
Transition,|fAlAkiseni|,(2)/(f`alA)ki(s'eni)/,,,,,,,,,,,1,,,,,,,,,,1,,,,,3
Transition,|fAlAkiseni|,(2)/fa(l`Aki)(s'eni)/,,,,,,,,,,,1,,,,,,,,,1,1,1,,,1,2
Transition,|fAlAkiseni|,(2)/(f`AlA)ki(s'eni)/,,,,,,,,,,,,,,,,,,,,,2,1,,,,3
Transition,|fAlAkiseni|,(2)/fA(l`Aki)(s'eni)/,,,,,,,,,,,,,,,,,,,,,2,1,,,1,2
Transition,(2)/(f`ala)ki(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(f`ala)ki(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(f`ala)ki(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/(f`ala)ki(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/fa(l`aki)(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/fa(l`aki)(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/fa(l`aki)(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/fa(l`aki)(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/(f`Ala)ki(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(f`Ala)ki(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(f`Ala)ki(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/(f`Ala)ki(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/fA(l`aki)(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/fA(l`aki)(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/fA(l`aki)(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/fA(l`aki)(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(f`alA)ki(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(f`alA)ki(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(f`alA)ki(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(f`alA)ki(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/fa(l`Aki)(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/fa(l`Aki)(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/fa(l`Aki)(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/fa(l`Aki)(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/(f`AlA)ki(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/(f`AlA)ki(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/(f`AlA)ki(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(f`AlA)ki(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/fA(l`Aki)(s'eni)/,[(f'ala)ki(s'eni)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/fA(l`Aki)(s'eni)/,[fa(l'aki)(s'eni)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/fA(l`Aki)(s'eni)/,[(f'al)ki(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/fA(l`Aki)(s'eni)/,[f('laki)(s'eni)],,,,,,,,,,,,,,,1,,,,,,,,,,,
*Transition,[k`ANg3r'u],/(k`agi)ka(l'uu)/,1,,1,,,,,,,,,,,,,,,,,1,,,,,,3
Transition,[k`ANg3r'u],/ka(g`ika)(l'uu)/,2,,1,,,,,,,,,,,,,,,,,1,,,,,1,2
Transition,[k`ANg3r'u],/(k`Agi)ka(l'uu)/,1,,1,,1,,,,,,,,,,,,,,,1,1,1,,,,3
Transition,[k`ANg3r'u],/kA(g`ika)(l'uu)/,2,,1,,1,,,,,,,,,,,,,,,,1,,,,1,2
Transition,[k`ANg3r'u],/(k`agI)ka(l'uu)/,1,,,1,,,,,,,,,,,,,,,,,1,,,,,3
Transition,[k`ANg3r'u],/ka(g`Ika)(l'uu)/,2,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,2
Transition,[k`ANg3r'u],/(k`AgI)ka(l'uu)/,1,,,1,1,,,,,,,,,,,,,,,,2,1,,,,3
Transition,[k`ANg3r'u],/kA(g`Ika)(l'uu)/,2,,,1,1,,,,,,,,,,,,,,,,2,1,,,1,2
Transition,/(k`agi)ka(l'uu)/,|kagikaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(k`agi)ka(l'uu)/,|kagIkaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(k`agi)ka(l'uu)/,|kAgikaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(k`agi)ka(l'uu)/,|kAgIkaluu|,,,,,,,,2,,,,,,,,,,,,,,,,,,
Transition,/ka(g`ika)(l'uu)/,|kagikaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/ka(g`ika)(l'uu)/,|kagIkaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/ka(g`ika)(l'uu)/,|kAgikaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/ka(g`ika)(l'uu)/,|kAgIkaluu|,,,,,,,,2,,,,,,,,,,,,,,,,,,
Transition,/(k`Agi)ka(l'uu)/,|kagikaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(k`Agi)ka(l'uu)/,|kagIkaluu|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/(k`Agi)ka(l'uu)/,|kAgikaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(k`Agi)ka(l'uu)/,|kAgIkaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/kA(g`ika)(l'uu)/,|kagikaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/kA(g`ika)(l'uu)/,|kagIkaluu|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/kA(g`ika)(l'uu)/,|kAgikaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/kA(g`ika)(l'uu)/,|kAgIkaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(k`agI)ka(l'uu)/,|kagikaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(k`agI)ka(l'uu)/,|kagIkaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(k`agI)ka(l'uu)/,|kAgikaluu|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/(k`agI)ka(l'uu)/,|kAgIkaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/ka(g`Ika)(l'uu)/,|kagikaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/ka(g`Ika)(l'uu)/,|kagIkaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/ka(g`Ika)(l'uu)/,|kAgikaluu|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/ka(g`Ika)(l'uu)/,|kAgIkaluu|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(k`AgI)ka(l'uu)/,|kagikaluu|,,,,,,,,,2,,,,,,,,,,,,,,,,,
Transition,/(k`AgI)ka(l'uu)/,|kagIkaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(k`AgI)ka(l'uu)/,|kAgikaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(k`AgI)ka(l'uu)/,|kAgIkaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/kA(g`Ika)(l'uu)/,|kagikaluu|,,,,,,,,,2,,,,,,,,,,,,,,,,,
Transition,/kA(g`Ika)(l'uu)/,|kagIkaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/kA(g`Ika)(l'uu)/,|kAgikaluu|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/kA(g`Ika)(l'uu)/,|kAgIkaluu|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/(k`agi)ka(l'uu)/,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/ka(g`ika)(l'uu)/,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/(k`Agi)ka(l'uu)/,,,,,,,,,,1,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/kA(g`ika)(l'uu)/,,,,,,,,,,1,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/(k`agI)ka(l'uu)/,,,,,,,,,,1,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/ka(g`Ika)(l'uu)/,,,,,,,,,,1,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/(k`AgI)ka(l'uu)/,,,,,,,,,,2,,,,,,,,,,,,,,,,
Transition,|kagikaluu|,(2)/kA(g`Ika)(l'uu)/,,,,,,,,,,2,,,,,,,,,,,,,,,,
Transition,|kagIkaluu|,(2)/(k`agi)ka(l'uu)/,,,,,,,,,,,1,,,,,,,,,1,,,,,,3
Transition,|kagIkaluu|,(2)/ka(g`ika)(l'uu)/,,,,,,,,,,,1,,,,,,,,,1,,,,,1,2
Transition,|kagIkaluu|,(2)/(k`Agi)ka(l'uu)/,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,,3
Transition,|kagIkaluu|,(2)/kA(g`ika)(l'uu)/,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,2
Transition,|kagIkaluu|,(2)/(k`agI)ka(l'uu)/,,,,,,,,,,,,,,,,,,,,,1,,,,,3
Transition,|kagIkaluu|,(2)/ka(g`Ika)(l'uu)/,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,2
Transition,|kagIkaluu|,(2)/(k`AgI)ka(l'uu)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,,3
Transition,|kagIkaluu|,(2)/kA(g`Ika)(l'uu)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,1,2
Transition,|kAgikaluu|,(2)/(k`agi)ka(l'uu)/,,,,,,,,,,,1,,,,,,,,,1,,,,,,3
Transition,|kAgikaluu|,(2)/ka(g`ika)(l'uu)/,,,,,,,,,,,1,,,,,,,,,1,,,,,1,2
Transition,|kAgikaluu|,(2)/(k`Agi)ka(l'uu)/,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3
Transition,|kAgikaluu|,(2)/kA(g`ika)(l'uu)/,,,,,,,,,,,,,,,,,,,,,1,,,,1,2
Transition,|kAgikaluu|,(2)/(k`agI)ka(l'uu)/,,,,,,,,,,1,1,,,,,,,,,,1,,,,,3
Transition,|kAgikaluu|,(2)/ka(g`Ika)(l'uu)/,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,1,2
